Transaction_id,customer_id,Date,Product,Gender,Device_Type,Category,Customer_Login_type,Delivery_Type,Quantity,Amount US$,Individual_Price_US$,Time_Transaction
22740,1872369353,10/19/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,699,44,18:21:08
22907,1519749240,10/19/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,499,28,14:28:06
23261,1439048077,10/20/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"7,395",352,13:32:56
23490,1361902722,10/20/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,13,"1,999",154,9:16:10
23501,1535495415,10/20/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,22,299,14,12:19:33
23647,1426412764,10/21/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,15,0,0,11:37:23
24184,2089909446,10/22/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,"1,499",83,14:23:42
24329,1877861798,10/22/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,16,"2,000",125,14:43:02
24339,2038650277,10/22/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,16,274,17,8:48:44
24375,1354478949,10/22/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,19,"3,233",170,12:03:58
24797,1745486469,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,15,"3,998",267,9:37:42
24861,1780473175,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,500",125,11:19:59
24901,2059377097,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"1,697",131,4:32:39
24938,1203874789,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,995",150,4:54:55
25156,1385115526,10/23/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"6,049",378,12:55:34
25186,1716161886,10/23/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,"2,733",144,4:20:58
25398,1755787126,10/24/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,21,"3,541",169,2:09:37
25402,1813834993,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,899",145,11:26:54
25407,1296910577,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,800,36,20:01:07
25558,1307863249,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"1,136",60,12:02:03
25575,1368308030,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"7,100",473,14:38:09
25608,2130350276,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"2,300",110,1:43:58
25657,1509476167,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"8,000",500,18:31:54
25674,1582647133,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"5,391",359,5:12:54
25740,1804706036,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"3,086",237,18:51:36
25742,2187463403,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"6,915",432,7:04:38
25766,1347112776,10/24/2013,Jean,Female,Web,Clothing,Member,one-day deliver,15,"4,845",323,9:34:20
25772,1437947688,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"1,898",127,13:45:21
25807,2305093267,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,799,53,10:44:01
25876,1187138220,10/24/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"16,563",920,16:57:02
26020,1526809746,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,0,0,12:29:10
26119,1769795719,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,19,"1,019",54,23:34:02
26137,1635558632,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,16,"3,500",219,19:58:58
26208,1738942905,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,12,"1,399",117,3:47:36
26308,1410194024,10/25/2013,Shirts,Male,Web,Clothing,Member,one-day deliver,12,834,70,4:20:50
26335,1160940028,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,199,11,9:25:08
26369,1746584750,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,995",166,16:45:31
26424,1522621488,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"2,399",200,16:00:52
26454,2125751489,10/25/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,79,4,21:23:44
26483,1489315613,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"3,538",154,23:57:11
26486,1666724676,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"1,499",100,21:28:35
26509,2189874217,10/25/2013,Jean,Female,Web,Clothing,Member,one-day deliver,13,"2,902",223,5:25:08
26546,1635266068,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"12,099",550,8:12:32
26596,2211476182,10/25/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,0,0,10:54:01
26614,1781348395,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,400",78,15:01:48
26619,2095823625,10/26/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,17,"5,067",298,2:21:27
26663,1711343218,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,299,17,10:27:11
26674,2120286092,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"3,199",145,22:10:48
26683,1872482940,10/26/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,21,"15,000",714,15:09:30
26727,2297605369,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,525,44,4:27:00
26791,1839012632,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"3,943",329,21:52:43
26852,1373320762,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,699,58,23:51:43
26894,1257564914,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,17,"23,580","1,387",1:44:32
26965,1510550268,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,"2,660",148,8:33:37
27077,1199502042,10/26/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,449,25,22:17:10
27218,2156169962,10/27/2013,Shirt,Male,Web,Clothing,Guest,one-day delivery,19,0,0,13:12:09
27310,1954102314,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,14,"1,868",133,23:34:40
27345,2130010644,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"7,390",493,1:00:40
27428,1963053925,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"4,900",245,6:45:51
27462,2071493983,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,159",108,17:30:00
27489,1320672813,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,299",59,22:24:26
27499,1695805349,10/27/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,"1,300",65,5:40:18
27542,1900237464,10/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"28,999","1,318",4:06:52
27613,1619092702,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0,18:12:46
27618,1289352163,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0,15:35:55
27750,1323739277,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"7,740",455,19:56:38
27775,2226790884,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"2,186",99,12:41:01
27796,1393294744,10/28/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,13,"3,395",261,22:58:14
27845,2139204022,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,099",61,3:20:19
27861,2020268786,10/28/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"1,692",94,1:57:27
27899,1862956698,10/28/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,14,0,0,14:04:05
27957,2113927830,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,671",204,22:55:44
28033,1675829767,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"3,689",231,0:34:21
28105,1719948130,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"14,594",695,3:31:00
28109,1547453903,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,150",64,17:50:12
28163,1461758289,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,454,32,12:36:48
28285,2220923299,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,22,"18,900",859,14:46:50
28287,1715832365,10/28/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,16,0,0,21:23:31
28334,2202960710,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,12,0,0,12:53:33
28355,2112762380,10/29/2013,Shirt,Male,Web,Clothing,Guest,one-day delivery,18,"1,000",56,6:37:43
28370,2252528268,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day delivery,18,"1,499",83,0:40:21
28432,1229037895,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,515,25,12:30:43
28459,1305708365,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,432",143,1:20:44
28546,1486275074,10/29/2013,Jean,Female,Web,Clothing,Member,one-day deliver,15,"5,724",382,3:40:46
28555,1177016569,10/29/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,"2,593",130,18:30:03
28612,2231801682,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"2,498",156,10:56:27
28646,1263534494,10/29/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,13,0,0,10:11:09
28659,1917204751,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,749,33,10:13:31
28679,1444759876,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"1,000",50,23:28:03
28680,1801177080,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,999,50,21:55:21
28717,1165185741,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,757,63,7:17:19
28776,1899198098,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,600,38,8:27:42
28793,1778914743,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"6,545",385,1:39:17
28833,1673189207,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,499,29,1:05:12
28895,1172513279,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"12,396",775,17:59:51
28916,2053987159,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"4,500",250,16:41:11
28963,1212640624,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,341",130,5:38:00
28988,2053586342,10/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"2,190",168,23:17:24
29101,1611887877,10/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"4,279",252,8:07:41
29230,1314068798,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"7,595",447,23:57:05
29250,1331954603,10/30/2013,Jean,Female,Web,Clothing,Member,Normal Delivery,14,"2,350",168,6:49:56
29379,2228662543,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,833",102,6:34:34
29385,2004426342,10/30/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,14,0,0,6:35:04
29401,1509175728,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"22,452","1,497",4:45:30
29490,1793755481,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"8,939",639,14:42:52
29546,1324607132,10/30/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,21,"1,699",81,9:06:43
29560,1382495835,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,999",353,5:32:40
29806,1186382531,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,710,32,7:27:33
29816,1506817852,10/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,000",59,14:19:19
29872,1766979440,10/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"2,999",167,13:20:38
29880,1275226974,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,500,22,7:21:35
29955,1591228466,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,299",115,18:45:30
29966,2170330530,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"12,500",781,16:23:57
30003,1552597949,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"24,999","1,389",19:57:36
30014,1619272121,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,395",133,3:26:20
30023,1450785345,10/31/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,14,"1,620",116,14:22:11
30126,1347124751,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"5,274",293,12:55:27
30149,2301397930,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,045",102,12:29:46
30264,1295360170,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"2,524",140,13:20:48
30376,1226730549,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,"8,100",368,10:10:51
30382,1550737263,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,61,850",,16:05:37
30404,1803096414,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"1,600",80,4:08:42
30478,1350107598,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"2,372",182,23:10:06
30521,1659505165,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,299,18,6:14:21
30577,1456658604,10/31/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,297,15,12:31:27
30592,2091784832,10/31/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"1,019",60,5:46:36
30714,2119676740,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,900,53,20:42:48
30766,1897885706,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0,11:12:03
30798,1956920123,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,089",123,18:30:57
30842,1986506263,11/1/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,"3,959",233,3:36:48
30854,2147841796,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,0,0,6:55:19
30947,1664059393,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"5,340",297,15:59:13
31006,2108659408,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"1,710",86,6:42:55
31097,1252540319,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,599,40,13:35:04
31114,1790432436,11/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,014",60,7:24:10
31115,2019953468,11/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,800,44,10:34:53
31480,1223387710,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"30,900","1,343",9:15:45
31521,1500216138,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,130",63,15:12:40
31703,1568242512,11/2/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"2,997",176,16:30:16
31748,1659223980,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"7,200",313,16:53:29
31869,1323517774,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,324",137,19:50:09
31891,1377205025,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,200",306,12:23:22
31938,1454108665,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,130",63,19:31:27
32027,1184151671,11/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,750,42,16:07:44
32098,1960418213,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,"57,591","3,839",2:35:14
32122,2275458993,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,500,23,7:15:18
32142,1784285563,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"2,276",99,0:44:54
32165,1403732912,11/4/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,13,"4,999",385,13:08:57
32249,1703865943,11/4/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,"2,100",95,8:13:36
32306,1779245746,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,100,6,6:59:24
32330,1672623457,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,500,25,20:35:04
32393,1206754566,11/4/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,000",63,4:09:03
32428,1908177182,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0,4:55:30
32432,2013283594,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,0,0,7:15:17
32472,1507049839,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"3,599",257,22:02:00
32505,2026316354,11/4/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,15,"5,744",383,15:32:33
32669,1947963039,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,799,42,11:08:17
32733,1742271696,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"3,399",243,9:45:24
32758,1514021318,11/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,0,0,0:19:26
32787,2207815082,11/4/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,12,"2,900",242,22:29:00
32927,1266020250,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,561,47,3:34:56
33004,1205669390,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"1,694",81,20:40:01
33006,2225478020,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,150,8,14:23:23
33098,1987188237,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,800",341,3:21:12
33167,1986519178,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"5,290",230,2:30:37
33203,1683895965,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"2,350",138,8:28:46
33231,1608625040,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"3,800",224,16:59:02
33247,1465942574,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"2,598",186,13:49:19
33282,1944645210,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,"1,400",64,1:05:32
33390,1388847774,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"1,999",118,15:14:15
33437,2230812003,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"4,140",180,5:03:12
33448,1926020780,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,699,39,14:18:16
33465,1761505918,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,293,17,7:25:23
33483,1727688784,11/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,"1,294",76,6:46:49
33495,1446348391,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"1,000",43,18:01:00
33571,1574893155,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,250,21,16:55:58
33600,1349528631,11/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"1,000",77,13:01:07
33638,1452467790,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"1,950",115,21:35:54
33658,1294127003,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"2,298",128,1:15:07
33674,1732077938,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"12,483","1,040",10:03:50
33675,1193028303,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,500,25,13:13:17
33711,2170861954,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,500",194,19:53:41
33771,1406039680,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"2,879",240,13:18:40
33805,1897605542,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,"1,200",67,1:13:11
33807,1454398544,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,275",114,15:06:37
33833,2288686534,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,300",135,2:42:16
33875,1970809054,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,450,21,17:43:17
33923,1166887518,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"3,250",163,19:51:48
34030,1321993571,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,"12,244",644,23:18:47
34056,1844679512,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"4,120",229,0:29:14
34109,2237527445,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"19,000","1,583",5:28:38
34129,1715401022,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"1,000",83,0:05:39
34150,2295698327,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"2,000",100,7:29:29
34159,2116967706,11/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,14,"2,630",188,15:24:43
34202,1417342537,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,750,44,1:46:20
34203,1945972955,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"3,999",174,7:24:46
34234,1243060946,11/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"2,299",135,12:20:55
34352,2190914328,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,0,0,9:02:34
34355,1840378911,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,"1,250",89,14:19:12
34466,1888641658,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"6,091",358,20:15:40
34475,1858013440,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,"5,291",311,5:30:32
34481,1400003697,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"18,643","1,036",1:35:06
34501,1964878507,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,"4,842",242,18:35:49
34502,2162024810,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"3,000",167,12:22:04
34532,2297642130,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"6,500",283,1:59:58
34605,2147827535,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0,9:14:24
34704,1692286597,11/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,"1,690",85,15:55:45
34918,2078638357,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,"4,000",308,20:00:32
34958,1839562473,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,"1,349",112,6:17:06
34968,1192020485,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,0,0,8:14:06
34980,2038313661,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,"7,999",348,8:12:01
35022,1706636052,11/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,453",81,13:44:06
35113,1972087824,11/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,898,45,10:33:55
35147,1332759997,11/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,13,"1,748",134,4:31:04
35163,2076812534,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,"1,799",100,14:25:33
35299,1174357252,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,"19,775",942,9:41:10
35330,1491556143,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"3,999",250,11:21:44
35343,1320875518,11/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,"1,400",88,17:32:58
35414,2254006991,11/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,"3,238",202,6:17:33
35543,2171744959,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,18,"2,362",131,3:32:56
35560,2155992837,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,18,"4,520",251,20:27:43
35575,1318339951,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,17,650,38,23:03:31
35576,1274910915,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,20,"2,125",106,4:16:50
35721,2008291658,11/8/2013,Jean,Female,Web,clothing,Member,one-day deliver,19,"5,808",306,5:03:43
35768,2292099590,11/8/2013,Shirt,Male,Web,clothing,Member,one-day deliver,17,"5,521",325,14:41:53
